id,title,year,movie_embedding
280,Murder in the First,1995,"[0.027589595,-0.015373737,0.010743087,0.017671585,0.010805448,0.04053608,0.0196817,-0.03608167,0.033627257,-0.03202021,-0.034889184,0.0020609465,0.011707505,-0.01818525,-0.04393354,0.013221143,-0.010994698,0.0043601245,0.0027051338,-0.037002694,-0.026561363,-0.006416378,-0.012360118,0.033162925,0.07138223,0.038082995,0.014630459,-0.0031180584,-0.0101238,0.008019907,0.01701086,-0.008488877,0.017201584,0.05331547,-0.0019756737,0.017255928,0.008787948,-0.006915026,0.0015428016,0.012943492,0.007017056,0.05542557,0.01815988,-0.008385344,-0.021034697,0.05264604,-0.02581217,-0.0030191822,-0.0013145242,-0.004509615,0.041714612,0.021388978,0.003781662,0.00042439194,0.03808053,-0.010577988,-0.020711215,-0.0018375734,0.0056424057,0.00874329,0.0116511565,0.0017833684,0.024411669,0.030487303,0.008458691,-0.0076275375,0.040497668,0.021437323,-0.011038675,-0.015466072,0.038439397,-0.05761621,0.018801393,-0.0059006773,-0.04072715,0.01992056,-0.017205102,-0.038556665,0.022388175,0.00849543,0.005317322,-0.0023139992,-0.01590522,0.010419442,-0.008076349,0.016628167,-0.011225971,0.0020557076,0.0029825212,0.018909404,0.021769721,0.019052753,0.024673793,0.007072945,0.00032851705,0.006476677,-0.04121466,0.0006717591,0.013737325,0.019316671]"
281,Nobody's Fool,1994,"[0.005549214,-0.007467321,-0.00097579637,0.00034235258,0.0042087454,0.0010097111,0.001422621,0.00790091,0.0033875317,-0.0011903637,-0.007931241,-0.00072014105,0.0023193136,-0.007744892,0.0010572033,-0.0031132626,0.004088495,-0.003582812,0.002332266,0.00087696075,0.004542294,0.0014523147,0.008253409,0.0050060083,0.013634414,0.004160142,0.0054026223,-0.012805796,-0.008428112,0.008109761,0.0068863216,0.005095335,0.00023044455,0.00097105943,0.0039857705,0.0058782324,-0.00091073284,0.00055524835,-0.0002060704,-0.014155767,-0.003031771,0.0066247485,-0.0054690167,0.006672143,-0.0030263234,0.004336161,-0.0024575267,0.0018531224,-0.0058563654,0.003315029,0.0024980467,0.01154149,-0.013889827,0.00019821995,0.0060809157,0.0023084464,-0.0046221465,0.0070296265,-0.0014910486,0.0020644655,-0.0007423519,-0.0012037971,0.0019618154,0.0039892197,-0.0042268047,0.006224132,0.008968047,0.001282759,-0.007847496,-0.0020175183,-0.0030205918,0.0025723292,-0.008630669,-0.0045537385,-0.004182598,-0.009188826,0.006295275,-0.0053308345,0.0070189848,0.0019857562,0.015774645,0.004015052,-0.003711409,0.008909966,0.0018039652,0.0009685916,0.00030125212,0.0027769736,-0.0021041713,0.012368825,0.010431411,0.009661651,0.010881681,0.00313755,0.0042491467,0.00639521,-0.0032277212,0.0022289986,-0.00039326458,-0.0049660024]"
282,Nell,1994,"[0.0044762855,0.01896551,0.0421619,-0.01578739,-0.024080798,0.029094638,0.0061182585,0.032240942,0.007495324,0.0034058513,0.059723824,-0.0146585135,-0.022853266,0.04017937,-8.500684e-05,0.017052297,0.01621962,0.026441885,0.004480745,0.06398994,-0.029898306,0.013274971,-0.014863109,-0.012792079,0.014593097,-0.017582089,0.020011773,0.01608457,0.0043165064,-0.018641222,-0.0046350434,0.024185497,0.05372801,0.018013576,-0.0141055295,-0.015708437,0.019671809,-0.02692022,0.0183928,0.024876399,-0.0072671566,0.021307861,-0.003049332,0.03906537,-0.0134893935,0.018972216,-0.027185882,0.04703679,-0.04268103,0.018745396,0.008935136,0.013888214,0.009015302,0.00378089,-0.03499651,0.015069615,0.04099893,-0.025636205,-0.016749704,0.00028230995,0.027670342,-0.018988809,0.03367631,-0.0006465014,0.00649647,-0.027297694,-0.017016849,0.02119729,-0.0035680756,0.025457948,0.010654085,0.038498905,-0.009619667,0.04613115,-0.01011027,-0.012571828,-0.003304071,-0.026429122,-0.024539616,-0.00047564643,-0.0028715045,-0.008584466,-0.023090968,0.0010667266,0.010786763,0.022199765,-0.010832885,-0.033194434,-0.006752595,0.014605443,-0.0076698447,-0.026266553,-0.009791447,-0.00087488204,-0.009334283,0.010304112,-0.007532692,-0.0070293113,-0.004710049,0.024688378]"
283,New Jersey Drive,1995,"[-0.008557277,0.0013901705,0.002775434,-0.019398045,-0.00460171,0.0069021257,-0.006392303,0.004894471,-0.0009042485,0.017191406,-0.0032060333,0.009585439,0.010072598,0.018658945,0.020253733,0.01766536,-0.005405062,0.003226753,0.014730963,-0.003896882,0.00635318,0.010160429,0.012263298,0.009925219,0.0030489468,0.019444484,0.00092573446,0.0059461286,0.009503427,0.0049585006,0.0029535529,-0.00919078,-0.0033651113,0.009233412,0.007730453,0.0069697597,0.005828319,0.003918473,-0.0021938519,-0.005214804,0.009884226,0.0033741219,-0.0025783381,0.00709132,0.0066472213,0.017008645,-0.0005588343,0.0086862,0.006897487,0.0069589037,0.011060352,-0.007183555,-0.00033227183,0.007930309,0.00085401884,0.0011307722,0.007168367,0.012222709,0.0070364336,0.011960485,0.015257779,0.0015706056,-0.007711582,0.009740918,-0.0023466777,-0.003517033,-0.0002185105,0.0034930422,-0.008582794,-0.0013336635,0.0026053528,0.01374417,-0.0028122508,-0.00778421,-0.009663636,0.0035045135,0.011441314,0.01064946,0.021544583,0.017641002,0.004613712,0.010589486,-0.0042856163,0.0015659302,0.004204553,0.01494544,0.004090789,0.00336825,-0.0126873655,0.0064276094,0.015097009,-0.016153313,0.013555639,-0.003099184,0.008090004,-0.0086195925,-0.0015181062,-0.0041321907,0.0028779292,0.0025382207]"
284,New York Cop (Nyû Yôku no koppu),1993,"[-0.0027638131,-0.0023859022,0.010805716,0.005300066,0.0035417837,0.024498679,0.014421871,-0.011975977,0.013335451,0.0064396383,-0.0055767144,-0.0044008344,0.017405357,0.017725617,0.013677281,0.024502527,0.018894091,-0.00019454838,0.023917494,-0.009746686,0.00056828256,-0.0027129932,-0.012308536,0.018691493,-0.001788609,-0.008890641,0.0064401557,-0.0076362183,0.001120858,-0.0004655533,0.0140533,0.01352135,0.0011987762,-0.0023856328,0.019681385,-0.008056614,-0.004929768,0.017157277,-0.012023176,0.009274291,-0.004307487,-0.010085156,0.0094796475,0.0042400016,-0.0028216415,-0.0023392434,0.015687024,0.004975299,0.015841352,0.0027576485,-0.0026526677,0.0029712713,0.01175472,-0.014073986,0.0062283007,0.0039929724,0.022558868,0.002706259,0.0068542184,-0.0057923235,0.007398334,0.0044038296,0.0033000351,0.008210148,-0.017755104,-0.004581754,0.02104584,0.009986294,0.0042376034,-0.0052582948,-0.0010816102,0.021229874,0.01708556,0.0059062904,-0.02361406,0.0016824007,0.0096750995,0.0043947985,0.0013832098,-0.017961558,0.025702666,0.0027472829,0.020127878,0.007879309,-0.0037290498,0.0025129537,0.010858175,0.00034850423,0.026550137,-0.012972851,0.01867575,0.0055505414,0.009492627,-2.8101818e-05,5.23645e-05,-0.0010874377,8.826716e-05,-0.009172463,-0.008904362,0.00434067]"
285,Beyond Bedlam,1993,"[-0.002943011,0.00446518,0.012382859,-0.0015152006,0.01637948,0.00015078267,0.014078347,0.0076844296,-0.0053015104,-0.0063145873,0.0074206074,0.002917874,-0.016153898,0.011628499,0.0007312944,-0.006349866,-0.0076577123,-0.011676746,0.0033232933,0.006538529,-0.010101592,-0.0043418547,0.005253594,-0.0026916831,-7.6683194e-05,0.011447986,0.00423091,-0.0003303502,-0.00086770643,-0.015342471,0.021351492,-0.00037075285,0.0071303826,0.008516407,-0.007032402,-0.0036308498,-0.0003923277,-0.0015720236,-0.001549991,-0.0015690646,0.004923016,0.01023914,-0.0012959263,-0.0006275602,-0.0035608266,0.0045602284,0.0080283405,-0.003936748,-0.007610248,0.017326204,-0.00031506765,0.005979202,-0.012697179,0.0017920226,0.016414613,0.0030010957,0.0053219763,0.007111053,0.004391186,0.016901936,0.007821216,0.016547835,-0.0055395975,0.007428612,-0.011582424,-0.0008799085,-0.007906831,0.01300445,0.022082804,-0.0011207241,0.015616517,-0.0051602144,0.026944788,-0.008433642,0.0053370157,-0.02367241,0.004161693,0.011180012,-0.007225892,0.004725408,-0.00613864,-0.00038744503,-0.014172219,-0.0074332724,0.00029666282,0.009976991,0.012973569,0.007343848,-0.011525448,-0.010034243,0.0047342903,0.0064714,0.016583156,0.0010551462,0.0037702848,0.022157362,5.8890466e-05,0.009206278,-0.0036871552,-0.014101717]"
286,Unknown,,"[-0.0045238747,0.024162028,-0.0022406217,-0.0025274395,0.0050398447,-0.010464218,-0.013869048,0.0040098634,0.024730414,-0.00903654,-0.002820774,0.028036643,-0.0034129194,-0.022159657,-0.014414802,0.0033813014,-0.017116293,0.029905368,0.00083731726,0.0007794895,0.0076152254,0.03279703,-0.0013150009,0.0123818265,0.027536204,0.009978575,-0.0073876125,0.013075889,-0.004351806,0.019949147,0.016341617,-0.0027576839,0.014600167,-0.009760751,-0.0053942255,0.020727737,0.0109402,0.0019744132,-0.0043540746,-0.013407232,0.003391122,0.006184192,-0.003738707,0.012735272,-0.0065026823,-0.024503304,0.018202288,0.020401958,0.0042143897,0.022000162,-0.020221073,0.016581155,-0.004452288,0.0101807015,0.011986918,0.024364091,0.024289582,0.016001018,-0.009581874,0.009254661,-0.00019925451,0.021086589,0.01606523,0.011792991,8.952181e-05,-0.022400392,0.002398289,-0.01482095,0.018537654,-0.005624467,0.012913576,-0.012490328,0.009290148,-0.0150489425,-0.005334273,0.004606641,-0.004050626,0.021697296,0.0068669673,0.038184427,0.027284944,0.007531406,0.012215736,0.003950505,0.019485038,0.017671974,0.010319432,-0.014485883,-0.018583499,-0.015108065,0.027841453,0.015832571,0.006297757,0.026773214,0.0042686127,-0.010218589,0.005538386,-0.01070387,0.000962135,0.00877376]"
287,Nina Takes a Lover,1994,"[0.005763504,0.019021222,0.010564017,-0.009294591,0.020791192,-0.011891656,0.01603533,0.0156962,0.010345823,0.017276915,0.0073324167,0.008992928,-0.006348437,-0.0108591365,0.010074341,0.016901728,-0.008069681,-0.0051280363,0.0030271315,0.003165858,-0.019681472,0.028299335,0.026664238,-0.0047936295,0.014048741,0.009538141,0.008545726,-0.023649024,0.0024321289,-0.00826876,0.017930822,-0.0014043193,0.013382799,0.007531798,0.0107800625,-0.021523243,0.028616533,0.0070483773,-0.0055668293,0.0021873552,0.03692602,-0.0040108548,-0.007043267,-0.016236521,0.0126789985,0.0024472624,-0.007813748,0.002831214,-0.011450461,0.0073421635,-0.009796213,0.01690463,0.027450372,-0.03850052,-0.00061921927,0.0062886714,0.01443881,-0.013368742,0.035013836,0.013073518,0.008159451,0.0007400166,0.018359886,-0.0034907348,-0.016896969,0.0052155023,-0.01563913,0.020970527,-0.0043027373,0.011484443,-0.01805782,-0.0027442612,0.0024595375,-0.01562546,-0.0062976796,-0.005241003,0.0035957021,0.0013941922,0.015545176,0.01305415,-0.020386437,0.0042244326,-0.01006506,0.0104495855,0.012490385,-0.0088178115,0.0039851973,-0.005318682,-0.00617083,0.0065110587,0.0041683977,0.022390451,-0.019143376,0.027008085,0.025777005,-0.006079584,0.006766595,-0.022287073,-0.0051854094,-0.029695146]"
288,Natural Born Killers,1994,"[0.061733946,-0.064881004,0.0053902552,0.019537741,0.028046018,0.05108624,0.023536121,0.0012766146,-0.00014059425,0.024033627,0.007857826,0.030628415,-0.009049269,0.0024002406,-0.076966725,0.008424429,0.014311064,-0.03754064,-0.015127455,0.0515674,0.008303988,0.025983164,0.0065294616,-0.035567038,0.0008548533,0.0014379587,0.037942212,0.003105091,0.023674853,-0.002998814,-0.035406534,-0.008811884,-0.064237185,-0.018773844,0.0115149785,0.024599506,0.07651014,-0.0021645469,0.0054510674,-0.023779217,0.026480429,-0.0089206565,-0.010857941,0.0066615036,0.064115316,-0.025612202,0.049663886,0.06876473,0.062376846,0.032223888,-0.04476941,-0.029859433,0.007080011,-0.007417147,-0.02909855,-0.020911597,-0.019080715,-0.022823809,-0.02086124,-0.022192983,-0.0054646353,0.049180515,-0.029804992,-0.02007427,0.050191086,0.0108185345,-0.012598153,0.031069448,-0.0244022,0.047928512,0.05228398,-0.015040094,0.038986225,0.007755521,0.04938774,-0.042554233,0.0180441,-0.06528774,0.007945488,0.021999953,0.06183726,0.020303909,0.02020882,0.0066681695,-0.031515043,0.02159012,-0.06628731,-0.041790232,0.038936924,0.053458016,0.044825345,0.014034349,0.05894275,-0.014778927,-0.033602405,-0.04225382,-0.0057904883,0.010020953,0.068911,-0.008739414]"
289,Only You,1994,"[0.011085201,0.0046436316,0.0054270914,0.013423446,0.0022576575,0.001072244,0.0071690613,0.0036215612,-0.0034048506,-4.762504e-05,0.007631826,0.0039837984,0.0010435649,-0.00575845,-0.01067298,0.00625356,-0.007901005,-0.0059959255,-0.002387544,0.010218789,-0.0022791827,-0.0024753804,-0.0043900027,-0.006225656,0.014027172,-0.022906575,-0.015807673,-0.004113978,-0.00451675,-0.011398422,0.0075227106,0.016642418,-0.008503874,-0.0030064594,0.0059275934,-0.003349204,-0.002071758,-0.010470722,0.008640924,0.0033439973,0.0049219695,0.002739746,0.00072650926,0.0024342593,-0.008150355,0.013123752,-4.091683e-05,-0.007247045,0.000548425,0.005170942,-0.0033572894,0.002527507,-0.0009843677,-0.0075328033,-0.003691586,0.0051476066,0.003908702,0.0022573022,-0.0021484655,-0.0013014578,-0.013238495,0.0052257576,0.00233004,-0.0032063567,0.00288767,-0.007825548,-0.00963259,0.003471124,0.0024414477,0.0056004506,-0.005755442,0.004709008,0.0013932325,0.009264047,0.007869807,-0.018550703,-0.0030201015,0.0015528039,0.0020991056,0.016637629,-0.0054054717,-0.0055045937,0.0012654621,-0.0015443963,0.011143045,-0.0039419644,-0.0077690845,-0.005257346,-5.770737e-06,-0.00950983,0.0044057183,-0.013820256,-0.01884182,0.016348006,0.0017146689,0.0026091724,-0.008651896,-0.012967838,0.0022585548,0.0018407947]"
290,Once Were Warriors,1994,"[0.020900851,0.0016695521,0.0018531414,0.029766683,0.02778611,0.039685395,0.01595367,0.016763084,-0.04681467,-0.0034910745,-0.035027333,-0.0019341802,0.039114367,0.039611463,0.0291472,-0.06142765,-0.01167222,-0.06438558,0.02001475,0.0029662005,0.019071976,0.028190471,0.012387992,0.029434614,-0.03135142,0.043858696,-0.010192986,0.011504626,0.0013980555,0.024489801,-0.033026263,0.03064123,-0.021525761,0.008316448,-0.01581502,0.0012119567,0.024903815,-0.041625384,0.00035605746,0.015945131,0.0195342,0.02267017,-0.023698187,0.049428623,-0.03176395,0.027737202,0.0073428177,-0.010047885,-0.0100376615,0.025786806,0.01366381,0.010894206,-0.05015444,-0.026625618,0.027098456,-0.015606558,0.029920312,-0.008677328,0.05706341,0.027159292,-0.014458828,0.014657487,-0.05397217,-0.031559683,0.03107681,-0.014009383,-0.0038274084,0.021540118,0.026693417,-0.00457945,-0.0065889973,0.018234259,-0.01619668,-0.021334747,-0.009474648,0.019026509,0.003928591,-0.018402705,-0.012479612,-0.04112435,0.037512384,0.01206902,0.020386035,-0.0014870574,-0.009400303,0.00054269395,0.0065827426,0.002652775,-0.009775026,-0.012808143,0.031557895,-0.01831631,0.015730422,0.036753666,0.01581796,0.026708657,0.024974514,0.015716262,-0.012121884,0.020177146]"
291,Poison Ivy II,1996,"[0.009096432,0.0057085357,-0.0009171344,-0.0050849705,0.0034676502,-0.00029332627,0.0065264693,-0.014846826,0.004898844,0.003973769,-0.0029309858,-0.0039193267,-0.00036118805,0.00818882,-0.0070173084,0.0015438517,-0.007292661,-0.013506432,0.010171475,0.008624497,0.009905812,0.0079519525,0.0004054257,0.0041489373,0.019337902,-0.012057941,0.0015725344,-0.011778363,0.0022437247,0.008817933,0.011033774,-0.009806567,0.013948439,0.0012131132,-0.0014708041,0.0064206882,0.00770624,-0.0111382175,0.02421665,0.013900609,-0.0024598336,0.004650264,0.0048120893,0.0011271896,-0.003147223,0.011801255,-0.00035063538,0.00021032302,0.0098710265,-0.003493935,-0.0014406854,-0.0125319455,-0.010191317,-0.0029256355,-0.0025274707,0.0034744584,-0.022718819,0.012325921,0.011838347,0.0006022102,0.00719026,0.006135112,-0.00837046,-0.010193291,-0.0074574393,0.008889616,-0.010307444,0.0033338445,-0.015885359,0.029327065,-0.008467569,0.005188969,0.008520673,-0.005755238,-0.0043135155,0.0037373784,0.014771328,-0.0014726894,-0.00042863746,0.0051962417,0.00203606,0.010506149,-0.0042039943,-0.0042636064,0.009395871,0.010779581,0.020415924,0.0043007117,0.0056651793,0.0028317275,-0.00594755,0.01028124,0.006778135,0.013633201,-0.0054061753,-0.0038973356,0.0096500935,-0.0051237983,0.0036186874,0.008722047]"
292,Outbreak,1995,"[0.016903922,0.02791504,0.0261876,-0.024474341,-0.010288855,-0.0100039905,-0.006948713,0.0096658645,0.026740981,-0.006084772,-0.023746032,-0.005756874,0.02073873,-0.010713169,-0.012612444,0.037147243,0.019640042,-0.077246,0.0074676224,-0.003809585,0.05610454,0.03937494,-0.058606982,-0.05066919,0.013214869,-0.0152470395,0.002545753,0.04106672,-0.014077511,-0.047743276,-0.009354826,0.0092813205,-0.019622847,0.041243203,-0.0035675773,0.05672248,-0.0072123576,0.006824088,0.036559846,0.025660157,-0.013143478,0.02750028,0.036665935,-0.029092694,-0.038506906,0.011029283,-0.035710208,0.052352432,0.007873044,0.02607151,-0.051957913,0.019290961,0.07686968,0.042501163,0.010557605,0.0064549646,-0.022413736,0.06311263,-0.021312403,-0.0067892126,0.014912132,0.03363384,-0.018958407,-0.0028912849,-0.00012623217,0.041232318,0.0021571817,0.007357414,0.024032665,0.0214254,0.0011237166,0.005234663,0.016744664,0.029565813,0.010515007,0.040184617,-0.0051418333,0.022205465,-0.023395844,0.00027997757,-0.0045754174,0.023216758,-0.018861087,0.040779978,0.0130105065,0.0025485596,-0.0023099429,0.01056883,-0.022837512,0.015837891,-0.034088653,-0.03284893,0.04070855,-0.017919036,0.015645757,0.052555487,-0.008107016,-0.03650804,0.023985071,0.014198082]"
293,Léon: The Professional (a.k.a. The Professional) (Léon),1994,"[-0.0011932519,-0.001459193,0.008430494,-0.00022250066,0.004779206,-0.0019547953,-0.0019820237,0.012061428,0.0020230073,-0.004516166,0.0008948159,0.0061154203,0.0044105006,0.0067105014,0.0005801195,-0.0007685673,-0.0043388507,-0.003285722,0.0052526235,0.00020851298,0.006598354,-0.003110963,0.0014596853,-0.001754718,-0.002616084,0.0012608741,0.0071454584,0.0021588162,0.0060916967,-0.0068232697,-0.0023179112,-0.0006334214,-0.0040591555,-0.012171349,0.0019826465,0.0027202622,-0.00044024034,-0.0023829576,-0.0032792792,0.014542036,0.00916365,-0.0022883888,-0.0017769346,0.0060802507,0.0058439765,-0.0034175944,0.0034777147,-0.005016145,-0.00037809307,0.00068445876,0.0065267873,-0.0020885668,-0.0059570787,0.0013981138,0.009031658,-0.0006690332,-0.0014724298,0.0037167827,-0.002881178,0.007355967,0.004048149,0.005683515,-0.00010248207,0.0022817608,0.00231266,-0.0028690696,0.0098579815,0.0049971296,-0.0037269911,0.0019631672,-0.00235783,0.0008047913,-0.0040522483,-0.0010815745,-0.0005052931,-0.0011109253,0.0014856756,0.004639699,0.0055625164,0.0073201424,-0.0021571547,-0.0028606874,0.0042230743,0.002720962,0.005001661,0.003917619,0.0019921963,-0.001436119,-0.0059038005,0.0012871241,-0.0056918594,-0.01108508,0.0037021153,0.007925412,0.0011682195,0.00072653865,-0.0013348375,0.001947998,0.0045304936,-0.00039408676]"
294,"Perez Family, The",1995,"[-0.0047744876,-0.028816111,0.03426822,0.0047438345,-0.010886198,0.043599587,0.02613252,-0.020170549,0.049083665,-0.0073960465,-0.029602563,0.010774246,-0.0024919687,-0.0004967036,0.046443235,0.047973655,-0.04075506,0.039298374,0.045608446,0.034548733,-0.0055596028,0.047673933,0.006787388,-0.0056463475,-0.031069204,-0.0108312685,0.014324443,-0.02114621,0.008496166,0.024683557,0.04893584,-0.0045332825,-0.021271417,0.02777358,0.021473022,-0.040021665,0.004189895,0.039006405,-0.022136357,0.018212132,-0.02907103,0.015900727,-0.015476146,-0.035077434,0.011076892,0.00012141299,0.0069289464,0.03811884,-0.020669423,-0.00926321,0.017726008,-0.037333854,0.03882953,0.018314704,0.012965508,-0.03165946,-0.020559374,0.008233477,-0.021493804,-0.0031006723,-0.04868058,-0.020689383,-0.026703406,0.007266372,-0.010489076,0.03582451,0.0064871577,0.0020534503,0.026255846,0.002897896,0.005378492,0.05906011,0.022606265,-0.009373724,0.0012090995,-0.019126361,-0.024385927,0.008965075,0.012125557,-0.029954374,0.010890017,-0.008596158,-0.01578185,-0.011838,-0.01919854,0.0076552154,-0.004600887,0.07818865,0.007919637,0.0075580375,0.036784418,-0.03759024,0.05371091,0.0064294827,0.00021058074,-0.00960825,0.02174777,0.035057914,-0.0043748,-0.01070541]"
295,"Pyromaniac's Love Story, A",1995,"[-0.0021479288,0.023097944,0.0051417956,0.011585698,0.009932954,0.0016492275,0.010480756,0.013064525,0.008413051,-0.0046012495,0.017113412,-0.009068458,-0.012015213,0.012246425,0.005669855,0.00857157,0.006114781,-0.005523409,0.0004998459,-0.001655954,-0.012955472,0.014013364,0.0059454064,0.015152676,0.020710915,0.006421444,0.030384054,-0.00993556,0.002441568,0.007924341,-0.007050759,0.016227972,-0.0004248689,0.0037661358,0.004955619,0.011598648,-0.004771694,0.005857499,-0.010081235,-0.0038036585,-0.008040264,-0.0002734629,-0.017186504,-0.005902928,-0.0024118656,-0.0021457144,0.0047429227,0.011864465,0.00029900743,-0.0066469773,-0.0049490007,0.006117873,-0.006440919,0.010379986,-0.0030599642,0.0012950829,-0.0013926767,-0.013669934,0.008709211,0.007923297,0.0031642248,0.015262865,0.019415012,-0.009727447,-0.014678917,-0.007578836,0.00015031302,-0.004535314,0.009743058,0.0005313217,0.014308194,0.015789136,0.013427111,-0.009280525,0.012126676,-0.0034750085,0.0034419056,0.0020435913,0.0058203004,-0.010936077,-0.0077791866,0.012489329,-0.007116719,0.0009300295,0.0062539643,0.0057230094,0.007893914,-0.0029547282,-0.0050728014,0.0015070284,0.014585843,-0.00025824245,0.005494193,0.006937344,0.0041250074,-0.0044130962,-0.0029720447,0.017528703,-0.0096920645,0.0013651304]"
297,Unknown,,"[0.0036573564,0.030357208,-0.0011508072,0.003605545,0.012918465,0.0008783051,-0.019995801,0.011038894,0.017496265,-0.006166421,0.006299679,-0.014216849,0.011172259,-0.004937596,-0.00028191233,0.008593193,0.000877174,0.007921227,0.0056611462,0.0044751284,0.013447953,0.0074170046,-2.641797e-05,-0.004931311,0.0014718801,0.0028462764,-0.0014945774,0.006037654,0.031283323,-0.0024449513,-0.0059800134,-0.0066856775,0.00061345624,0.009635271,0.011724021,0.006662375,0.014267719,0.00089536153,-0.002717167,0.009221219,0.0021086019,-0.01149355,0.008600339,-0.004338761,-0.007697206,0.0019838712,0.010127204,-0.013684341,-0.013065451,0.009658408,0.014887067,0.0045661316,-0.016308395,0.016733674,-0.009633483,0.004236197,-0.00088796596,0.01756349,-0.00086087524,-0.00359488,0.016899416,0.011923522,0.006345657,0.008540186,0.0029450457,-0.0056439354,0.016704245,0.0068639647,-0.009254874,-0.0051572165,0.0073702615,-0.008971774,0.011325433,-0.016936544,-0.0010032933,-0.019209374,0.007563387,-0.001657659,0.006766632,0.013877672,-0.012150031,0.0008903487,0.00667682,-0.0058455467,-0.0025274362,0.0035332693,0.008120898,0.016393872,-0.013981246,0.017221738,-0.00562959,-0.00427955,-0.0010285712,0.009865642,0.007323525,-0.009539222,0.0017069435,0.014185311,0.011811308,0.0074319844]"
299,Priest,1994,"[0.0007196405,0.005495117,-0.003831791,0.00471701,0.0041330964,-0.0007014304,-0.0024418454,-0.009899318,0.0064981594,-0.010997703,0.00012171729,0.0041567627,-0.011707219,0.0040122992,0.0036283005,-0.022328844,0.010706316,0.009359625,-0.007799127,-0.0025455472,0.015697105,-0.0055370033,-0.000907217,-0.0021131195,-0.0010186712,0.0046378314,-0.022337452,0.008694542,-0.017800683,-0.009459026,0.004250046,0.0059258156,0.009260504,0.0031876883,0.004870525,0.009508907,0.004034126,0.0122418925,-0.0005123873,-0.007879838,0.0023093089,-0.00055815437,0.00012409055,-0.010986834,-0.0075862617,0.0042385766,-0.0139356,-0.0026298747,-7.906186e-06,-0.008324976,-0.007512479,0.0013804687,0.0027263768,0.0019710856,0.010232194,-0.0017016575,0.005739953,-0.007613063,0.009717259,-0.005115262,-0.008555806,0.012983076,-0.0060392716,0.002368246,0.023494497,-0.0012431365,0.0015868343,-0.0057185963,0.019116245,0.002749522,0.008053668,-0.0077220052,0.0056320936,0.0119937565,-0.006890614,0.008496642,-0.00484852,0.00964423,0.004115706,-0.0028854103,0.007840715,-0.0012069767,0.012243273,0.0007923038,0.0018830255,0.00031583212,-0.000908667,0.004614698,-0.014074195,-0.012230765,-0.0030376634,-0.0042978856,-0.00024908595,0.00661434,0.003947022,0.0009794426,0.013615341,-0.003805366,0.01925683,-0.0029232663]"
300,Quiz Show,1994,"[0.00799263,-0.0006445099,0.0105836885,0.005584172,0.0013983382,-0.004224277,-0.007967985,0.008818118,0.012374129,0.015680432,-0.0039432826,0.026924618,0.0008931178,0.014618291,0.023747057,0.01890677,0.00042484232,-0.00096262095,0.0029348636,-0.01901512,0.0073748156,0.014826194,0.012592329,0.016991258,0.009825721,0.018584656,0.012385154,-0.01609946,0.018045237,-0.0043198825,0.0023795662,-0.010236766,0.00617969,0.0029532413,0.011787062,0.011162992,0.015798224,0.000100961945,-0.02220603,-0.0013542093,0.008162653,0.012384442,-0.009910878,0.0047916737,-0.0009573782,-0.019020898,0.014762815,0.004457984,-0.009489674,0.028788783,0.0007496588,0.013995767,0.0037774926,-0.010663801,0.005516072,0.00255134,0.0005109465,-0.0028141842,0.01510501,0.011679634,-0.0054229274,-0.0050808606,0.017163077,-0.0020434877,-0.0063022375,0.014007372,0.004655898,0.001503445,0.014426051,-0.0020479,0.011163616,-0.0020367447,-0.0052762427,0.011542361,0.01052898,0.002798533,0.0034474484,0.005785038,-3.733055e-05,0.008114904,0.0014581677,0.009581871,-0.00872577,0.02121571,0.0136558665,0.010840198,0.008376002,0.0011780523,-0.0034073414,0.000793,0.0031146226,0.012838042,0.024803404,0.0069806557,-0.00257879,0.011213822,0.0005888699,0.0028510038,0.0068756426,-0.0030592624]"
301,Picture Bride (Bijo photo),1994,"[0.010207005,0.0037628717,-0.0009753684,0.0016303966,-0.004288592,0.017247485,-0.01668949,0.0013048287,-0.0013122379,-0.0067066588,-0.02137703,0.025299,-0.014859955,0.0041016503,-0.0060450644,-0.006187492,0.008374309,0.031406,0.016626952,0.019460734,-0.016867587,0.011409408,0.0033595334,0.016410789,0.043890495,-0.012271491,-0.012353303,-0.006159416,-0.0046622767,0.013534133,0.020234624,-0.001058182,0.0036203032,-0.004834892,-0.009618531,0.023475414,-0.004684838,0.02429995,-0.0008753377,0.0024044223,0.0005894073,-0.00055546797,-0.016498912,0.013608479,0.019631233,-0.005091883,-0.016139789,0.016867522,-0.004780726,0.011069185,0.0039455956,0.016620724,-0.015465789,0.0028689008,-0.004872024,0.008338295,0.0009669809,0.010721535,0.00898077,-0.013484034,0.009647742,0.01824177,0.016137209,0.002357359,0.011502256,0.024068091,-0.0033207308,-0.027635235,0.018950744,0.0016748258,0.0009856467,-0.021679914,-0.010044978,-0.012523314,-0.0040946836,-0.023148881,0.038055528,0.023973163,-0.009648191,0.04161389,0.028726859,0.011569919,0.000991574,0.014437389,0.010779963,0.0012341903,-0.0028662088,0.0072260895,-0.010024334,0.0032582476,0.0048738755,0.022042304,0.024361022,-0.0021821058,0.01588237,-0.004981825,-0.0026189066,0.024018832,0.00794996,0.029188108]"
